Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,18,14,108,350,21.5,6.9,426.8,29,390.8,375.8
7,18,15,26,277,21.5,7.2,263.5,26,244.1,233.5
7,18,16,18,213,20.9,6.9,193.2,24,180.1,171.2
7,18,17,7,143,20.3,6.5,122.3,22,114.7,107.3
7,18,18,0,74,19.7,6.2,61.3,20,58.1,51.9
7,18,19,0,27,19.1,6.5,22.8,18,21.7,16.2
7,18,20,0,3,18.5,6.9,2.6,17,2.5,0.0
7,18,21,0,0,17.9,7.2,0.0,18,0.0,0.0
7,18,22,0,0,18.2,7.2,0.0,18,0.0,0.0
7,18,23,0,0,18.5,7.2,0.0,19,0.0,0.0
7,19,0,0,0,18.8,7.2,0.0,19,0.0,0.0
7,19,1,0,0,18.5,6.9,0.0,19,0.0,0.0
7,19,2,0,0,18.2,6.5,0.0,18,0.0,0.0
7,19,3,0,0,17.9,6.2,0.0,18,0.0,0.0
7,19,4,0,9,18.2,6.5,7.6,17,7.2,2.0
7,19,5,0,48,18.4,6.9,40.3,18,38.4,32.5
7,19,6,0,106,18.7,7.2,88.1,19,83.6,76.9
7,19,7,12,176,18.2,6.9,154.8,20,146.1,137.9
7,19,8,17,246,17.6,6.5,225.6,21,212.6,202.8
7,19,9,24,304,17.1,6.2,290.6,22,273.0,261.6
7,19,10,79,353,17.4,8.6,411.8,23,385.0,370.2
7,19,11,118,393,17.6,11,520.3,24,484.9,466.8
7,19,12,154,410,17.9,13.4,577.9,25,538.2,518.0
7,19,13,338,343,18.5,12,690.9,27,637.3,613.2
7,19,14,464,273,19,10.7,697.0,29,639.1,614.9
7,19,15,538,202,19.6,9.3,592.4,29,540.5,520.3
7,19,16,330,214,18.4,8.6,369.4,24,338.2,324.9
7,19,17,149,169,17.3,7.9,186.8,20,170.0,161.3
7,19,18,11,94,16.1,7.2,76.3,17,72.8,66.3
7,19,19,0,26,16,6.9,22.0,15,21.2,15.7
7,19,20,0,2,15.9,6.5,1.8,15,1.7,0.0
7,19,21,0,0,15.8,6.2,0.0,16,0.0,0.0
7,19,22,0,0,15.5,5.5,0.0,16,0.0,0.0
7,19,23,0,0,15.3,4.8,0.0,15,0.0,0.0
7,20,0,0,0,15,4.1,0.0,15,0.0,0.0
7,20,1,0,0,14.9,4.4,0.0,15,0.0,0.0
7,20,2,0,0,14.8,4.8,0.0,15,0.0,0.0
7,20,3,0,0,14.7,5.1,0.0,15,0.0,0.0
7,20,4,0,6,15,6.1,5.0,14,4.9,0.0
7,20,5,0,31,15.4,7.2,26.2,15,25.3,19.7
7,20,6,0,62,15.7,8.2,52.6,15,50.6,44.5
7,20,7,17,173,16.7,8.2,154.2,18,146.2,138.1
7,20,8,124,265,17.7,8.2,324.4,22,303.1,290.9
7,20,9,277,312,18.7,8.2,535.2,27,493.2,474.7
7,20,10,171,391,18.5,7.9,552.3,28,508.7,489.7
7,20,11,118,391,18.3,7.5,518.5,27,478.5,460.6
7,20,12,26,383,18.1,7.2,378.0,25,352.0,338.3
7,20,13,38,357,18.4,6.9,382.3,25,355.6,341.7
7,20,14,26,330,18.8,6.5,320.2,24,298.3,286.2
7,20,15,23,277,19.1,6.2,261.6,24,244.4,233.8
7,20,16,22,235,18.4,6.2,215.0,22,201.8,192.3
7,20,17,40,161,17.7,6.2,147.6,20,138.0,130.0
7,20,18,6,94,17,6.2,76.0,17,72.4,65.9
7,20,19,0,29,16.1,5.2,24.6,15,23.6,18.1
7,20,20,0,3,15.1,4.1,2.6,13,2.6,0.0
7,20,21,0,0,14.2,3.1,0.0,14,0.0,0.0
7,20,22,0,0,14.2,4.1,0.0,14,0.0,0.0
7,20,23,0,0,14.1,5.2,0.0,14,0.0,0.0
7,21,0,0,0,14.1,6.2,0.0,14,0.0,0.0
7,21,1,0,0,13.3,5.8,0.0,13,0.0,0.0
7,21,2,0,0,12.4,5.5,0.0,12,0.0,0.0
7,21,3,0,0,11.6,5.1,0.0,12,0.0,0.0
7,21,4,0,14,12.7,5.5,11.8,11,11.5,6.2
7,21,5,55,68,13.8,5.8,53.5,13,51.8,45.7
7,21,6,179,136,14.9,6.2,138.9,16,123.2,115.6
7,21,7,346,172,15.8,6.5,292.4,20,265.2,254.0
7,21,8,417,216,16.6,6.9,471.9,25,434.4,418.0
7,21,9,480,233,17.5,7.2,628.2,29,575.4,553.8
7,21,10,520,269,17.8,7.9,777.2,31,707.4,680.2
7,21,11,587,260,18.1,8.6,882.2,32,799.0,767.6
7,21,12,648,230,18.4,9.3,930.0,33,840.9,807.6
7,21,13,583,252,18.2,8.6,849.8,32,770.2,740.2
7,21,14,512,253,18.1,7.9,719.0,31,654.9,630.0
7,21,15,405,251,17.9,7.2,536.1,28,491.5,473.1
7,21,16,308,212,17.1,7.5,356.8,23,328.0,315.0
7,21,17,165,170,16.3,7.9,192.1,19,174.9,166.0
7,21,18,51,99,15.5,8.2,79.8,16,75.1,68.5
7,21,19,0,35,14.4,7.5,29.1,14,28.1,22.5
7,21,20,0,3,13.3,6.9,2.6,12,2.6,0.0
7,21,21,0,0,12.2,6.2,0.0,12,0.0,0.0
7,21,22,0,0,12,6.5,0.0,12,0.0,0.0
7,21,23,0,0,11.9,6.9,0.0,12,0.0,0.0
7,22,0,0,0,11.7,7.2,0.0,12,0.0,0.0
7,22,1,0,0,11.5,7.2,0.0,12,0.0,0.0
7,22,2,0,0,11.3,7.2,0.0,11,0.0,0.0
7,22,3,0,0,11.1,7.2,0.0,11,0.0,0.0
7,22,4,0,13,12,7.5,11.0,11,10.7,5.4
7,22,5,64,67,12.8,7.9,51.6,12,50.1,44.0
7,22,6,267,117,13.7,8.2,138.3,15,118.3,110.8
7,22,7,415,157,14.1,7.9,310.7,18,282.1,270.5
7,22,8,488,192,14.5,7.5,492.1,23,455.9,438.7
7,22,9,442,256,14.9,7.2,621.2,26,574.6,553.1
7,22,10,459,276,15.4,7.5,728.9,28,670.2,644.7
7,22,11,361,361,15.9,7.9,746.8,29,685.7,659.5
7,22,12,306,385,16.4,8.2,724.6,28,665.7,640.4
7,22,13,199,389,16.3,7.5,589.6,27,545.0,524.6
7,22,14,112,344,16.3,6.9,425.3,24,396.8,381.6
7,22,15,17,279,16.2,6.2,259.6,21,244.9,234.2
7,22,16,13,212,15.7,6.9,190.2,18,180.7,171.7
7,22,17,5,140,15.3,7.5,119.3,16,114.0,106.6
7,22,18,0,70,14.8,8.2,58.1,15,56.0,49.8
7,22,19,0,17,14.4,8.6,14.3,14,13.9,8.5
7,22,20,0,1,14.1,8.9,0.9,13,0.9,0.0
7,22,21,0,0,13.7,9.3,0.0,14,0.0,0.0
7,22,22,0,0,14.2,8.6,0.0,14,0.0,0.0
7,22,23,0,0,14.6,7.9,0.0,15,0.0,0.0
7,23,0,0,0,15.1,7.2,0.0,15,0.0,0.0
7,23,1,0,0,14.9,6.5,0.0,15,0.0,0.0
7,23,2,0,0,14.8,5.8,0.0,15,0.0,0.0
7,23,3,0,0,14.6,5.1,0.0,15,0.0,0.0
7,23,4,0,8,14.9,5.5,6.7,14,6.5,1.3
7,23,5,0,43,15.1,5.8,36.3,14,35.0,29.2
7,23,6,0,101,15.4,6.2,84.1,16,80.7,74.0
7,23,7,11,171,15.3,6.5,150.2,17,143.2,135.2
7,23,8,17,242,15.3,6.9,222.4,18,211.4,201.7
7,23,9,48,285,15.2,7.2,304.6,20,288.2,276.3
7,23,10,237,339,16.4,8.2,575.6,25,534.4,514.4
7,23,11,476,289,17.5,9.3,803.3,30,734.8,706.5
7,23,12,592,271,18.7,10.3,911.0,32,826.8,794.1
7,23,13,634,222,19.1,10.3,875.1,32,794.1,763.0
7,23,14,610,205,19.4,10.3,761.1,30,693.3,666.8
7,23,15,536,200,19.8,10.3,590.0,28,539.1,518.9
7,23,16,466,171,19.2,10.3,405.8,25,368.6,354.4
7,23,17,331,141,18.7,10.3,216.4,21,188.8,179.6
7,23,18,129,102,18.1,10.3,83.4,19,75.7,69.2
7,23,19,0,36,16.6,8.2,29.7,16,28.5,22.9
7,23,20,0,3,15.2,6.2,2.6,14,2.6,0.0
7,23,21,0,0,13.7,4.1,0.0,14,0.0,0.0
7,23,22,0,0,13,4.4,0.0,13,0.0,0.0
7,23,23,0,0,12.2,4.8,0.0,12,0.0,0.0
7,24,0,0,0,11.5,5.1,0.0,12,0.0,0.0
7,24,1,0,0,12,5.5,0.0,12,0.0,0.0
7,24,2,0,0,12.4,5.8,0.0,12,0.0,0.0
7,24,3,0,0,12.9,6.2,0.0,13,0.0,0.0
7,24,4,0,6,13.3,6.2,5.0,12,4.9,0.0
7,24,5,0,38,13.6,6.2,32.2,13,31.2,25.5
7,24,6,0,100,14,6.2,83.3,14,80.3,73.7
7,24,7,5,174,15.1,6.5,150.5,17,143.8,135.8
7,24,8,11,245,16.1,6.9,221.7,19,210.2,200.5
7,24,9,49,284,17.2,7.2,304.6,22,286.2,274.4
7,24,10,53,327,16.8,6.9,362.4,23,339.6,326.2
7,24,11,17,382,16.3,6.5,368.4,23,345.3,331.7
7,24,12,17,388,15.9,6.2,374.9,23,351.4,337.7
7,24,13,16,371,15.8,5.8,355.6,23,333.6,320.4
7,24,14,51,308,15.7,5.5,336.5,22,315.9,303.3
7,24,15,45,259,15.6,5.1,271.0,21,255.4,244.5
7,24,16,227,221,16,4.4,318.1,23,293.7,281.7
7,24,17,316,137,16.3,3.8,208.8,21,182.5,173.5
7,24,18,150,96,16.7,3.1,80.0,18,72.3,65.8
7,24,19,0,35,15.2,3.1,28.9,14,27.9,22.3
7,24,20,0,3,13.6,3.1,2.6,12,2.6,0.0
7,24,21,0,0,12.1,3.1,0.0,12,0.0,0.0
7,24,22,0,0,12,3.1,0.0,12,0.0,0.0
7,24,23,0,0,11.9,3.1,0.0,12,0.0,0.0
7,25,0,0,0,11.8,3.1,0.0,12,0.0,0.0
7,25,1,0,0,11.4,3.1,0.0,11,0.0,0.0
7,25,2,0,0,10.9,3.1,0.0,11,0.0,0.0
7,25,3,0,0,10.5,3.1,0.0,11,0.0,0.0
7,25,4,0,11,12.2,3.1,9.3,10,9.1,3.8
7,25,5,55,63,13.9,3.1,49.8,13,48.2,42.2
7,25,6,256,114,15.6,3.1,133.5,18,113.4,106.0
7,25,7,414,158,17,3.1,310.8,24,276.7,265.2
7,25,8,569,167,18.4,3.1,516.9,32,462.9,445.5
7,25,9,680,163,19.8,3.1,721.2,39,635.5,611.4
7,25,10,722,175,19.8,3.1,872.9,44,758.5,729.1
7,25,11,774,158,19.9,3.1,960.8,46,826.6,793.9
7,25,12,779,159,19.9,3.1,980.6,47,841.2,807.9
7,25,13,770,154,20.4,4.1,928.4,44,805.4,773.7
7,25,14,734,151,20.8,5.2,812.6,39,716.8,689.3
7,25,15,656,153,21.3,6.2,633.9,34,566.6,545.3
7,25,16,523,156,20.9,6.2,420.6,29,375.3,360.9
7,25,17,359,135,20.4,6.2,221.8,24,190.5,181.3
7,25,18,133,99,20,6.2,81.1,21,73.0,66.5
7,25,19,0,33,18,5.2,27.4,17,26.1,20.6
7,25,20,0,2,16,4.1,1.8,14,1.7,0.0
7,25,21,0,0,14,3.1,0.0,14,0.0,0.0
7,25,22,0,0,13.6,3.4,0.0,14,0.0,0.0
7,25,23,0,0,13.1,3.8,0.0,13,0.0,0.0
7,26,0,0,0,12.7,4.1,0.0,13,0.0,0.0
7,26,1,0,0,12,3.1,0.0,12,0.0,0.0
7,26,2,0,0,11.4,2,0.0,11,0.0,0.0
7,26,3,0,0,10.7,1,0.0,11,0.0,0.0
7,26,4,0,11,13.1,1.7,9.3,11,9.1,3.8
7,26,5,61,60,15.5,2.4,46.7,15,45.0,39.0
7,26,6,239,117,17.9,3.1,133.1,20,113.0,105.7
7,26,7,399,160,19.1,2.8,306.7,26,271.2,259.9
7,26,8,586,148,20.2,2.4,514.1,34,455.6,438.4
7,26,9,648,168,21.4,2.1,701.4,42,610.6,587.5
7,26,10,688,184,21.5,2.8,851.7,45,735.1,706.8
7,26,11,740,168,21.6,3.4,945.5,47,812.1,780.1
7,26,12,726,185,21.7,4.1,963.6,46,829.9,797.1
7,26,13,643,221,21.8,4.1,883.9,44,766.1,736.3
7,26,14,539,239,21.8,4.1,729.8,41,640.9,616.6
7,26,15,400,246,21.9,4.1,528.9,35,471.4,453.7
7,26,16,348,195,21.1,3.8,361.6,30,323.4,310.5
7,26,17,201,162,20.3,3.4,195.4,25,172.6,163.8
7,26,18,77,96,19.5,3.1,76.7,20,70.5,64.1
7,26,19,0,27,18.3,2.8,22.8,17,21.8,16.3
7,26,20,0,2,17.1,2.4,1.8,15,1.7,0.0
7,26,21,0,0,15.9,2.1,0.0,16,0.0,0.0
7,26,22,0,0,15.7,2.4,0.0,16,0.0,0.0
7,26,23,0,0,15.4,2.8,0.0,15,0.0,0.0
7,27,0,0,0,15.2,3.1,0.0,15,0.0,0.0
7,27,1,0,0,15.3,3.8,0.0,15,0.0,0.0
7,27,2,0,0,15.4,4.4,0.0,15,0.0,0.0
7,27,3,0,0,15.5,5.1,0.0,16,0.0,0.0
7,27,4,0,6,15.7,5.5,5.0,14,4.9,0.0
7,27,5,0,39,15.9,5.8,33.0,15,31.8,26.1
7,27,6,0,95,16.1,6.2,79.2,16,75.9,69.3
7,27,7,2,148,16.1,5.5,127.1,18,121.3,113.7
7,27,8,3,180,16,4.8,158.0,18,150.3,142.1
7,27,9,1,184,16,4.1,161.3,19,153.3,145.0
7,27,10,3,211,15.8,3.4,188.6,20,178.8,169.9
7,27,11,4,228,15.5,2.8,206.1,20,195.0,185.7
7,27,12,4,231,15.3,2.1,209.1,21,197.5,188.1
7,27,13,2,278,15.2,2.4,251.5,21,236.7,226.3
7,27,14,33,273,15.2,2.8,286.2,22,268.6,257.3
7,27,15,51,250,15.1,3.1,267.0,22,251.0,240.2
7,27,16,16,203,15.2,3.1,184.1,19,174.3,165.5
7,27,17,5,132,15.4,3.1,112.7,17,107.5,100.2
7,27,18,0,64,15.5,3.1,53.3,15,51.3,45.2
7,27,19,0,15,15.2,3.1,12.7,14,12.2,6.9
7,27,20,0,1,14.8,3.1,0.9,13,0.9,0.0
7,27,21,0,0,14.5,3.1,0.0,15,0.0,0.0
7,27,22,0,0,14.7,3.1,0.0,15,0.0,0.0
7,27,23,0,0,14.9,3.1,0.0,15,0.0,0.0
7,28,0,0,0,15.1,3.1,0.0,15,0.0,0.0
7,28,1,0,0,15,3.4,0.0,15,0.0,0.0
7,28,2,0,0,15,3.8,0.0,15,0.0,0.0
7,28,3,0,0,14.9,4.1,0.0,15,0.0,0.0
7,28,4,0,6,15.3,4.1,5.0,14,4.9,0.0
7,28,5,0,37,15.6,4.1,31.4,15,30.2,24.6
7,28,6,0,94,16,4.1,78.4,16,75.1,68.6
7,28,7,62,179,16.8,4.4,180.3,20,168.8,160.1
7,28,8,158,256,17.5,4.8,337.9,24,313.2,300.7
7,28,9,275,302,18.3,5.1,526.1,29,481.0,462.9
7,28,10,348,328,19.2,4.4,667.7,35,598.8,576.3
7,28,11,442,308,20.1,3.8,791.4,40,696.6,669.9
7,28,12,490,296,21,3.1,836.7,44,726.2,698.3
7,28,13,456,323,21.1,3.8,803.3,42,702.5,675.6
7,28,14,536,238,21.2,4.4,726.8,39,641.5,617.2
7,28,15,523,199,21.3,5.1,580.7,34,519.0,499.5
7,28,16,383,182,20.1,4.8,374.3,29,336.2,323.0
7,28,17,192,153,19,4.4,185.3,23,164.8,156.2
7,28,18,47,87,17.8,4.1,70.4,18,65.9,59.5
7,28,19,0,25,17,3.8,21.2,16,20.3,14.8
7,28,20,0,1,16.2,3.4,0.9,14,0.9,0.0
7,28,21,0,0,15.4,3.1,0.0,15,0.0,0.0
7,28,22,0,0,15.4,3.4,0.0,15,0.0,0.0
7,28,23,0,0,15.4,3.8,0.0,15,0.0,0.0
7,29,0,0,0,15.4,4.1,0.0,15,0.0,0.0
7,29,1,0,0,15.2,4.1,0.0,15,0.0,0.0
7,29,2,0,0,15,4.1,0.0,15,0.0,0.0
7,29,3,0,0,14.8,4.1,0.0,15,0.0,0.0
7,29,4,0,3,15,4.8,2.5,13,2.4,0.0
7,29,5,0,28,15.2,5.5,23.7,14,22.9,17.3
7,29,6,0,92,15.4,6.2,76.8,16,73.8,67.2
7,29,7,28,175,16.5,6.2,163.8,19,154.9,146.6
7,29,8,81,251,17.5,6.2,278.7,22,260.9,249.8
7,29,9,123,325,18.6,6.2,418.3,26,387.0,372.2
7,29,10,102,361,19,5.8,444.9,28,409.8,394.2
7,29,11,80,367,19.3,5.5,439.9,28,404.5,389.0
7,29,12,6,387,19.7,5.1,364.2,27,335.9,322.7
7,29,13,4,325,19,4.8,299.5,25,278.3,266.7
7,29,14,17,236,18.2,4.4,223.8,23,209.7,200.0
7,29,15,0,165,17.5,4.1,143.2,20,135.5,127.6
7,29,16,0,123,17.1,4.1,105.3,18,100.2,93.1
7,29,17,0,78,16.8,4.1,66.2,17,63.3,57.0
7,29,18,0,36,16.4,4.1,30.5,16,29.3,23.6
7,29,19,0,8,16.5,3.8,6.7,15,6.5,1.3
7,29,20,0,0,16.6,3.4,0.0,17,0.0,0.0
7,29,21,0,0,16.7,3.1,0.0,17,0.0,0.0
7,29,22,0,0,15.9,4.1,0.0,16,0.0,0.0
7,29,23,0,0,15.2,5.2,0.0,15,0.0,0.0
7,30,0,0,0,14.4,6.2,0.0,14,0.0,0.0
7,30,1,0,0,14.1,5.2,0.0,14,0.0,0.0
7,30,2,0,0,13.9,4.1,0.0,14,0.0,0.0
7,30,3,0,0,13.6,3.1,0.0,14,0.0,0.0
7,30,4,0,5,14.3,3.4,4.2,12,4.1,0.0
7,30,5,0,35,15.1,3.8,29.7,14,28.6,23.0
7,30,6,0,91,15.8,4.1,76.0,16,72.9,66.4
7,30,7,44,184,16.7,5.8,178.1,19,167.6,158.9
7,30,8,157,253,17.5,7.6,334.9,23,312.3,299.7
7,30,9,274,300,18.4,9.3,524.1,26,484.8,466.6
7,30,10,171,377,17.9,8.6,542.1,26,501.6,482.8
7,30,11,118,379,17.5,7.9,510.1,26,472.9,455.1
7,30,12,22,375,17,7.2,368.5,23,344.7,331.2
7,30,13,38,346,17,6.9,374.1,23,349.9,336.2
7,30,14,25,317,17.1,6.5,308.8,22,289.7,277.8
7,30,15,22,264,17.1,6.2,250.3,21,235.6,225.3
7,30,16,16,198,16.4,5.8,179.9,19,170.4,161.7
7,30,17,4,128,15.7,5.5,109.2,17,104.2,97.0
7,30,18,0,60,15,5.1,50.1,15,48.3,42.2
7,30,19,0,17,14.8,4.8,14.4,14,13.9,8.5
7,30,20,0,1,14.6,4.4,0.9,13,0.9,0.0
7,30,21,0,0,14.4,4.1,0.0,14,0.0,0.0
7,30,22,0,0,14.4,4.1,0.0,14,0.0,0.0
7,30,23,0,0,14.5,4.1,0.0,15,0.0,0.0
7,31,0,0,0,14.5,4.1,0.0,15,0.0,0.0
7,31,1,0,0,14.4,3.8,0.0,14,0.0,0.0
7,31,2,0,0,14.2,3.4,0.0,14,0.0,0.0
7,31,3,0,0,14.1,3.1,0.0,14,0.0,0.0
7,31,4,0,3,14.3,3.8,2.5,12,2.4,0.0
7,31,5,0,22,14.6,4.4,18.6,13,18.0,12.6
7,31,6,0,53,14.8,5.1,44.9,14,43.4,37.4
7,31,7,0,121,15.4,5.5,103.2,16,99.0,91.9
7,31,8,9,204,16.1,5.8,183.8,19,174.5,165.7
7,31,9,55,269,16.7,6.2,296.0,22,278.3,266.8
7,31,10,26,335,17.3,6.5,329.5,23,308.6,296.2
7,31,11,38,354,17.9,6.9,385.0,24,358.8,344.8
7,31,12,38,359,18.5,7.2,391.5,25,364.1,350.0
7,31,13,80,355,18.8,5.8,424.6,27,392.0,377.0
7,31,14,100,337,19.1,4.5,411.0,28,377.5,362.9
7,31,15,124,288,19.4,3.1,367.7,29,336.4,323.1
7,31,16,92,243,18.7,4.8,265.7,24,246.0,235.3
7,31,17,67,167,18,6.5,160.3,20,148.4,140.2
7,31,18,38,83,16.8,8.2,66.8,17,63.0,56.7
7,31,19,0,17,16.4,7.2,14.4,16,13.8,8.4
7,31,20,0,0,16.1,6.1,0.0,16,0.0,0.0
7,31,21,0,0,15.8,5.1,0.0,16,0.0,0.0
7,31,22,0,0,15.7,5.8,0.0,16,0.0,0.0
7,31,23,0,0,15.7,6.5,0.0,16,0.0,0.0
8,1,0,0,0,15.9,3.1,0.0,16,0.0,0.0
8,1,1,0,0,16.1,3.1,0.0,16,0.0,0.0
8,1,2,0,0,16.5,3.1,0.0,17,0.0,0.0
8,1,3,0,0,16.8,3.1,0.0,17,0.0,0.0
8,1,4,0,7,17.2,3.4,5.9,15,5.7,0.5
8,1,5,38,52,17.7,3.8,41.8,17,39.9,34.1
8,1,6,216,110,19.7,4.1,123.5,21,104.7,97.5
8,1,7,376,156,21.2,4.4,294.4,27,259.8,248.7
8,1,8,568,149,22.8,4.8,505.0,34,448.8,431.9
8,1,9,653,161,24.3,5.1,700.2,40,615.7,592.5
8,1,10,696,175,24.7,5.3,852.4,43,741.3,712.7
8,1,11,729,175,25.1,5.5,945.8,46,816.0,783.9
8,1,12,739,174,25.5,5.7,968.1,46,833.4,800.4
8,1,13,724,171,25.3,5.5,912.5,45,787.9,757.1
8,1,14,685,166,25,5.3,788.8,43,687.0,660.8
8,1,15,626,152,24.8,5.1,612.8,39,538.5,518.3
8,1,16,498,150,24,4.6,402.2,34,353.2,339.4
8,1,17,344,123,23.3,4.1,206.4,28,174.3,165.5
8,1,18,130,84,22.5,3.6,69.2,23,62.0,55.7
8,1,19,0,22,21.2,3.3,18.7,20,17.6,12.2
8,1,20,0,1,19.9,2.9,0.9,18,0.8,0.0
8,1,21,0,0,18.6,2.6,0.0,19,0.0,0.0
8,1,22,0,0,17.7,2.8,0.0,18,0.0,0.0
8,1,23,0,0,16.7,2.9,0.0,17,0.0,0.0
8,2,0,0,0,15.8,3.1,0.0,16,0.0,0.0
8,2,1,0,0,15.6,2.9,0.0,16,0.0,0.0
8,2,2,0,0,15.3,2.8,0.0,15,0.0,0.0
8,2,3,0,0,15.1,2.6,0.0,15,0.0,0.0
8,2,4,0,6,16.6,2.6,5.1,15,4.9,0.0
8,2,5,39,50,18.2,2.6,40.3,17,38.5,32.7
8,2,6,223,108,19.7,2.6,122.8,21,103.6,96.4
8,2,7,385,153,21,2.6,295.2,28,259.3,248.3
8,2,8,551,154,22.3,2.6,494.4,36,436.4,419.9
8,2,9,596,177,23.6,2.6,672.1,42,585.0,563.0
8,2,10,601,220,24.7,3.4,811.8,46,699.0,672.2
8,2,11,641,216,25.7,4.3,902.4,48,772.0,741.9
8,2,12,646,219,26.8,5.1,922.8,48,789.5,758.6
8,2,13,630,216,26.4,4.8,869.6,47,746.2,717.3
8,2,14,616,190,26,4.4,754.5,45,652.2,627.5
8,2,15,546,180,25.6,4.1,578.7,40,505.9,486.9
8,2,16,431,167,24.8,3.8,384.6,35,337.2,323.9
8,2,17,282,134,24.1,3.4,195.8,29,166.8,158.2
8,2,18,89,87,23.3,3.1,69.6,24,63.1,56.8
8,2,19,0,21,21.9,2.8,17.8,21,16.8,11.4
8,2,20,0,0,20.6,2.4,0.0,21,0.0,0.0
8,2,21,0,0,19.2,2.1,0.0,19,0.0,0.0
8,2,22,0,0,18.2,2.6,0.0,18,0.0,0.0
8,2,23,0,0,17.2,3.1,0.0,17,0.0,0.0
8,3,0,0,0,16.2,3.6,0.0,16,0.0,0.0
8,3,1,0,0,16,3.6,0.0,16,0.0,0.0
8,3,2,0,0,15.8,3.6,0.0,16,0.0,0.0
8,3,3,0,0,15.6,3.6,0.0,16,0.0,0.0
8,3,4,0,6,16.9,3.6,5.3,15,5.1,0.0
8,3,5,35,49,18.2,3.6,39.5,17,37.7,31.9
8,3,6,220,107,19.5,3.6,121.4,21,102.6,95.5
8,3,7,391,151,21,3.4,295.8,27,260.1,249.0
8,3,8,585,141,22.4,3.3,507.7,35,448.7,431.8
8,3,9,638,170,23.9,3.1,698.2,42,607.6,584.7
8,3,10,699,170,24.2,3.3,850.6,47,730.3,702.2
8,3,11,735,164,24.6,3.4,940.4,50,799.2,767.9
8,3,12,734,169,24.9,3.6,958.2,50,812.8,780.8
8,3,13,726,168,25.2,3.4,911.7,50,774.2,744.0
8,3,14,711,153,25.4,3.3,797.5,47,682.8,656.8
8,3,15,645,148,25.7,3.1,621.9,43,537.6,517.5
8,3,16,522,140,24.5,3.1,404.1,36,351.6,337.8
8,3,17,349,119,23.2,3.1,203.7,28,171.2,162.5
8,3,18,133,79,22,3.1,65.2,23,58.6,52.3
8,3,19,0,20,20.8,3.1,17.0,20,16.1,10.7
8,3,20,0,0,19.7,3.1,0.0,20,0.0,0.0
8,3,21,0,0,18.5,3.1,0.0,19,0.0,0.0
8,3,22,0,0,17.8,3.1,0.0,18,0.0,0.0
8,3,23,0,0,17,3.1,0.0,17,0.0,0.0
8,4,0,0,0,16.3,3.1,0.0,16,0.0,0.0
8,4,1,0,0,16.7,3.3,0.0,17,0.0,0.0
8,4,2,0,0,17,3.4,0.0,17,0.0,0.0
8,4,3,0,0,17.3,3.6,0.0,17,0.0,0.0
8,4,4,0,5,17.7,3.8,4.4,16,4.2,0.0
8,4,5,34,47,18,3.9,38.0,17,36.3,30.5
8,4,6,229,101,18.4,4.1,117.9,20,99.2,92.2
8,4,7,385,150,20,3.8,292.6,26,258.6,247.6
8,4,8,591,138,21.6,3.4,508.5,34,450.9,433.9
8,4,9,683,147,23.2,3.1,710.0,42,618.6,595.2
8,4,10,727,159,23.3,3.6,864.7,46,745.6,716.7
8,4,11,780,141,23.5,4.1,953.5,47,817.1,784.9
8,4,12,784,142,23.6,4.6,972.2,47,834.1,801.0
8,4,13,748,157,23.7,5.2,920.9,45,797.5,766.2
8,4,14,717,148,23.9,5.7,797.3,41,698.7,671.9
8,4,15,649,141,24,6.2,617.4,37,546.9,526.4
8,4,16,516,141,23.4,5.2,401.8,32,354.0,340.2
8,4,17,348,118,22.8,4.1,202.2,27,170.5,161.8
8,4,18,123,79,22.2,3.1,64.5,23,58.2,52.0
8,4,19,0,20,21.2,2.6,17.0,20,16.0,10.7
8,4,20,0,0,20.3,2,0.0,20,0.0,0.0
8,4,21,0,0,19.3,1.5,0.0,19,0.0,0.0
8,4,22,0,0,18.4,1.9,0.0,18,0.0,0.0
8,4,23,0,0,17.4,2.2,0.0,17,0.0,0.0
8,5,0,0,0,16.5,2.6,0.0,17,0.0,0.0
8,5,1,0,0,16.2,2.6,0.0,16,0.0,0.0
8,5,2,0,0,16,2.6,0.0,16,0.0,0.0
8,5,3,0,0,15.7,2.6,0.0,16,0.0,0.0
8,5,4,0,5,17,2.8,4.4,15,4.2,0.0
8,5,5,20,46,18.3,2.9,37.2,17,35.5,29.7
8,5,6,175,106,19.6,3.1,114.0,21,98.1,91.0
8,5,7,341,156,21.2,2.9,276.1,27,243.6,233.0
8,5,8,540,154,22.9,2.8,488.3,36,430.9,414.6
8,5,9,640,165,24.5,2.6,695.3,44,601.8,579.1
8,5,10,693,178,24.8,4,854.5,46,735.5,707.1
8,5,11,762,156,25.1,5.3,951.9,46,819.5,787.2
8,5,12,779,150,25.4,6.7,976.1,44,846.2,812.5
8,5,13,755,155,25.1,6.7,918.9,43,800.4,769.0
8,5,14,719,148,24.8,6.7,799.0,40,702.0,675.1
8,5,15,652,139,24.5,6.7,617.3,36,547.0,526.5
8,5,16,473,150,23.9,5.7,388.8,32,343.4,329.9
8,5,17,224,138,23.2,4.6,183.0,27,158.7,150.2
8,5,18,30,75,22.6,3.6,60.3,23,55.9,49.8
