Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,7,11.3,0.0,7,0.0,0.0
1,1,1,0,0,7.1,12.7,0.0,7,0.0,0.0
1,1,2,0,0,7.2,14,0.0,7,0.0,0.0
1,1,3,0,0,7.4,15.4,0.0,7,0.0,0.0
1,1,4,0,0,7.6,15.4,0.0,8,0.0,0.0
1,1,5,0,0,7.8,15.4,0.0,8,0.0,0.0
1,1,6,0,0,7.9,15.4,0.0,8,0.0,0.0
1,1,7,0,0,8.1,15.1,0.0,8,0.0,0.0
1,1,8,0,0,8.4,14.7,0.0,8,0.0,0.0
1,1,9,0,10,8.6,14.4,8.5,8,8.4,3.2
1,1,10,38,50,8.3,14.4,85.4,8,83.8,77.0
1,1,11,163,77,8.1,14.4,250.5,10,244.4,233.8
1,1,12,334,65,7.8,14.4,382.8,12,371.6,357.3
1,1,13,211,70,7,12.7,271.7,10,265.0,253.8
1,1,14,148,38,6.3,11,163.0,8,159.2,150.8
1,1,15,0,10,5.5,9.3,8.8,5,8.8,3.5
1,1,16,0,0,5.3,9.6,0.0,5,0.0,0.0
1,1,17,0,0,5.1,10,0.0,5,0.0,0.0
1,1,18,0,0,4.9,10.3,0.0,5,0.0,0.0
1,1,19,0,0,4.8,9.6,0.0,5,0.0,0.0
1,1,20,0,0,4.7,8.9,0.0,5,0.0,0.0
1,1,21,0,0,4.6,8.2,0.0,5,0.0,0.0
1,1,22,0,0,4.9,8.2,0.0,5,0.0,0.0
1,1,23,0,0,5.1,8.2,0.0,5,0.0,0.0
1,2,0,0,0,5.4,8.2,0.0,5,0.0,0.0
1,2,1,0,0,5.5,8.9,0.0,6,0.0,0.0
1,2,2,0,0,5.6,9.6,0.0,6,0.0,0.0
1,2,3,0,0,5.7,10.3,0.0,6,0.0,0.0
1,2,4,0,0,5.6,12.2,0.0,6,0.0,0.0
1,2,5,0,0,5.6,14,0.0,6,0.0,0.0
1,2,6,0,0,5.5,15.9,0.0,6,0.0,0.0
1,2,7,0,0,4.7,14.7,0.0,5,0.0,0.0
1,2,8,0,1,3.9,13.5,0.9,3,0.9,0.0
1,2,9,37,27,3.1,12.3,62.7,3,62.2,55.9
1,2,10,49,77,3.8,11.6,150.6,5,149.6,141.4
1,2,11,307,68,4.4,11,362.3,9,355.2,341.3
1,2,12,389,60,5.1,10.3,418.5,10,407.7,392.2
1,2,13,285,61,4.9,10,325.8,9,318.5,305.7
1,2,14,160,38,4.7,9.6,185.1,7,181.5,172.5
1,2,15,0,10,4.5,9.3,8.8,4,8.8,3.6
1,2,16,0,0,4.4,8.9,0.0,4,0.0,0.0
1,2,17,0,0,4.2,8.6,0.0,4,0.0,0.0
1,2,18,0,0,4.1,8.2,0.0,4,0.0,0.0
1,2,19,0,0,4.1,8.2,0.0,4,0.0,0.0
1,2,20,0,0,4.2,8.2,0.0,4,0.0,0.0
1,2,21,0,0,4.2,8.2,0.0,4,0.0,0.0
1,2,22,0,0,3.9,9.6,0.0,4,0.0,0.0
1,2,23,0,0,3.7,10.9,0.0,4,0.0,0.0
1,3,0,0,0,3.4,12.3,0.0,3,0.0,0.0
1,3,1,0,0,4.6,12.3,0.0,5,0.0,0.0
1,3,2,0,0,5.9,12.3,0.0,6,0.0,0.0
1,3,3,0,0,7.1,12.3,0.0,7,0.0,0.0
1,3,4,0,0,7,12,0.0,7,0.0,0.0
1,3,5,0,0,7,11.6,0.0,7,0.0,0.0
1,3,6,0,0,6.9,11.3,0.0,7,0.0,0.0
1,3,7,0,0,6.3,11.3,0.0,6,0.0,0.0
1,3,8,0,1,5.7,11.3,0.9,5,0.9,0.0
1,3,9,0,17,5.1,11.3,14.6,4,14.5,9.1
1,3,10,199,43,4.3,12,227.3,6,223.9,213.8
1,3,11,273,73,3.5,12.7,343.2,7,338.1,324.8
1,3,12,359,69,2.7,13.4,408.8,7,402.9,387.5
1,3,13,296,58,3.2,14.6,329.6,6,325.1,312.1
1,3,14,57,44,3.6,15.8,104.9,4,104.1,96.9
1,3,15,0,7,4.1,17,6.2,3,6.2,1.0
1,3,16,0,0,4,16.6,0.0,4,0.0,0.0
1,3,17,0,0,3.9,16.3,0.0,4,0.0,0.0
1,3,18,0,0,3.8,15.9,0.0,4,0.0,0.0
1,3,19,0,0,3.7,15.4,0.0,4,0.0,0.0
1,3,20,0,0,3.7,14.9,0.0,4,0.0,0.0
1,3,21,0,0,3.6,14.4,0.0,4,0.0,0.0
1,3,22,0,0,3.4,14.1,0.0,3,0.0,0.0
1,3,23,0,0,3.3,13.7,0.0,3,0.0,0.0
1,4,0,0,0,3.1,13.4,0.0,3,0.0,0.0
1,4,1,0,0,3,13.4,0.0,3,0.0,0.0
1,4,2,0,0,2.9,13.4,0.0,3,0.0,0.0
1,4,3,0,0,2.8,13.4,0.0,3,0.0,0.0
1,4,4,0,0,2.4,12,0.0,2,0.0,0.0
1,4,5,0,0,2,10.7,0.0,2,0.0,0.0
1,4,6,0,0,1.6,9.3,0.0,2,0.0,0.0
1,4,7,0,0,2.1,8.9,0.0,2,0.0,0.0
1,4,8,0,1,2.5,8.6,0.9,1,0.9,0.0
1,4,9,88,28,3,8.2,103.6,3,102.3,95.2
1,4,10,62,83,3.5,7.9,173.0,5,171.6,162.9
1,4,11,397,58,4,7.5,420.7,10,409.7,394.1
1,4,12,320,79,4.5,7.2,392.5,11,381.9,367.2
1,4,13,307,62,4.3,7.2,344.0,10,335.4,322.2
1,4,14,179,40,4,7.2,200.3,7,196.4,187.0
1,4,15,0,12,3.8,7.2,10.6,3,10.6,5.3
1,4,16,0,0,3.2,6.9,0.0,3,0.0,0.0
1,4,17,0,0,2.5,6.5,0.0,3,0.0,0.0
1,4,18,0,0,1.9,6.2,0.0,2,0.0,0.0
1,4,19,0,0,1.8,5.8,0.0,2,0.0,0.0
1,4,20,0,0,1.8,5.5,0.0,2,0.0,0.0
1,4,21,0,0,1.7,5.1,0.0,2,0.0,0.0
1,4,22,0,0,1.3,5.5,0.0,1,0.0,0.0
1,4,23,0,0,0.9,5.8,0.0,1,0.0,0.0
1,5,0,0,0,0.5,6.2,0.0,1,0.0,0.0
1,5,1,0,0,0.4,5.8,0.0,0,0.0,0.0
1,5,2,0,0,0.3,5.5,0.0,0,0.0,0.0
1,5,3,0,0,0.2,5.1,0.0,0,0.0,0.0
1,5,4,0,0,0,4.8,0.0,0,0.0,0.0
1,5,5,0,0,-0.2,4.4,0.0,0,0.0,0.0
1,5,6,0,0,-0.4,4.1,0.0,0,0.0,0.0
1,5,7,0,0,0.1,4.8,0.0,0,0.0,0.0
1,5,8,0,2,0.5,5.5,1.8,-1,1.8,0.0
1,5,9,95,28,1,6.2,107.5,2,106.8,99.6
1,5,10,63,84,1.7,5.8,175.2,4,174.5,165.7
1,5,11,375,60,2.3,5.5,403.0,10,393.4,378.4
1,5,12,276,81,3,5.1,346.4,10,338.2,324.9
1,5,13,290,59,2.6,5.5,327.2,9,320.2,307.4
1,5,14,136,41,2.1,5.8,160.0,5,158.1,149.7
1,5,15,0,11,1.7,6.2,9.7,1,9.8,4.5
1,5,16,0,0,1.8,6.5,0.0,2,0.0,0.0
1,5,17,0,0,2,6.9,0.0,2,0.0,0.0
1,5,18,0,0,2.1,7.2,0.0,2,0.0,0.0
1,5,19,0,0,2.1,8.2,0.0,2,0.0,0.0
1,5,20,0,0,2.2,9.3,0.0,2,0.0,0.0
1,5,21,0,0,2.2,10.3,0.0,2,0.0,0.0
1,5,22,0,0,2.1,10.3,0.0,2,0.0,0.0
1,5,23,0,0,1.9,10.3,0.0,2,0.0,0.0
1,6,0,0,0,1.8,10.3,0.0,2,0.0,0.0
1,6,1,0,0,2.2,9.3,0.0,2,0.0,0.0
1,6,2,0,0,2.5,8.2,0.0,3,0.0,0.0
1,6,3,0,0,2.9,7.2,0.0,3,0.0,0.0
1,6,4,0,0,2.9,7.2,0.0,3,0.0,0.0
1,6,5,0,0,2.9,7.2,0.0,3,0.0,0.0
1,6,6,0,0,2.9,7.2,0.0,3,0.0,0.0
1,6,7,0,0,3.2,7.2,0.0,3,0.0,0.0
1,6,8,0,1,3.5,7.2,0.9,2,0.9,0.0
1,6,9,0,18,3.8,7.2,15.4,3,15.5,10.1
1,6,10,0,48,4.2,7.2,47.2,4,47.2,41.2
1,6,11,2,69,4.5,7.2,72.4,5,72.2,65.7
1,6,12,3,73,4.9,7.2,77.6,5,77.2,70.6
1,6,13,7,66,4.9,7.5,75.0,5,74.6,68.0
1,6,14,1,39,4.8,7.9,40.1,4,40.0,34.1
1,6,15,0,9,4.8,8.2,7.7,4,7.7,2.4
1,6,16,0,0,4.6,7.9,0.0,5,0.0,0.0
1,6,17,0,0,4.4,7.5,0.0,4,0.0,0.0
1,6,18,0,0,4.2,7.2,0.0,4,0.0,0.0
1,6,19,0,0,4.1,7.5,0.0,4,0.0,0.0
1,6,20,0,0,3.9,7.9,0.0,4,0.0,0.0
1,6,21,0,0,3.8,8.2,0.0,4,0.0,0.0
1,6,22,0,0,3.8,8.2,0.0,4,0.0,0.0
1,6,23,0,0,3.9,8.2,0.0,4,0.0,0.0
1,7,0,0,0,3.9,8.2,0.0,4,0.0,0.0
1,7,1,0,0,3.9,7.9,0.0,4,0.0,0.0
1,7,2,0,0,4,7.5,0.0,4,0.0,0.0
1,7,3,0,0,4,7.2,0.0,4,0.0,0.0
1,7,4,0,0,4,7.2,0.0,4,0.0,0.0
1,7,5,0,0,4.1,7.2,0.0,4,0.0,0.0
1,7,6,0,0,4.1,7.2,0.0,4,0.0,0.0
1,7,7,0,0,4,7.5,0.0,4,0.0,0.0
1,7,8,0,1,3.9,7.9,0.9,3,0.9,0.0
1,7,9,0,11,3.8,8.2,9.4,3,9.4,4.1
1,7,10,0,29,3.6,8.9,24.8,3,24.9,19.3
1,7,11,0,42,3.5,9.6,36.0,3,36.1,30.3
1,7,12,0,44,3.3,10.3,37.8,3,37.8,32.0
1,7,13,0,36,3.3,10,30.9,3,30.9,25.3
1,7,14,0,20,3.2,9.6,17.1,2,17.2,11.8
1,7,15,0,4,3.2,9.3,3.4,2,3.4,0.0
1,7,16,0,0,3.3,8.6,0.0,3,0.0,0.0
1,7,17,0,0,3.3,7.9,0.0,3,0.0,0.0
1,7,18,0,0,3.4,7.2,0.0,3,0.0,0.0
1,7,19,0,0,2.8,6.9,0.0,3,0.0,0.0
1,7,20,0,0,2.1,6.5,0.0,2,0.0,0.0
1,7,21,0,0,1.5,6.2,0.0,2,0.0,0.0
1,7,22,0,0,1.6,7.2,0.0,2,0.0,0.0
1,7,23,0,0,1.8,8.3,0.0,2,0.0,0.0
1,8,0,0,0,1.9,9.3,0.0,2,0.0,0.0
1,8,1,0,0,2.1,10,0.0,2,0.0,0.0
1,8,2,0,0,2.3,10.6,0.0,2,0.0,0.0
1,8,3,0,0,2.5,11.3,0.0,3,0.0,0.0
1,8,4,0,0,2.6,10.6,0.0,3,0.0,0.0
1,8,5,0,0,2.6,10,0.0,3,0.0,0.0
1,8,6,0,0,2.7,9.3,0.0,3,0.0,0.0
1,8,7,0,0,2.3,8.9,0.0,2,0.0,0.0
1,8,8,0,1,1.9,8.6,0.9,1,0.9,0.0
1,8,9,0,19,1.5,8.2,16.3,1,16.4,11.0
1,8,10,0,50,1.9,8.2,49.6,2,50.0,43.9
1,8,11,3,71,2.3,8.2,75.4,2,75.7,69.1
1,8,12,5,75,2.7,8.2,81.3,3,81.4,74.7
1,8,13,0,63,2.6,8.6,64.2,3,64.4,58.0
1,8,14,0,34,2.6,8.9,31.1,2,31.3,25.6
1,8,15,0,8,2.5,9.3,6.8,1,6.9,1.6
1,8,16,0,0,2.1,8.9,0.0,2,0.0,0.0
1,8,17,0,0,1.8,8.6,0.0,2,0.0,0.0
1,8,18,0,0,1.4,8.2,0.0,1,0.0,0.0
1,8,19,0,0,1.6,10.3,0.0,2,0.0,0.0
1,8,20,0,0,1.7,12.3,0.0,2,0.0,0.0
1,8,21,0,0,1.9,14.4,0.0,2,0.0,0.0
1,8,22,0,0,1.8,14.1,0.0,2,0.0,0.0
1,8,23,0,0,1.7,13.7,0.0,2,0.0,0.0
1,9,0,0,0,1.6,13.4,0.0,2,0.0,0.0
1,9,1,0,0,1.5,13,0.0,2,0.0,0.0
1,9,2,0,0,1.5,12.7,0.0,2,0.0,0.0
1,9,3,0,0,1.4,12.3,0.0,1,0.0,0.0
1,9,4,0,0,1.2,11.3,0.0,1,0.0,0.0
1,9,5,0,0,1.1,10.3,0.0,1,0.0,0.0
1,9,6,0,0,0.9,9.3,0.0,1,0.0,0.0
1,9,7,0,0,0.4,9.3,0.0,0,0.0,0.0
1,9,8,0,1,-0.2,9.3,0.9,-1,0.9,0.0
1,9,9,0,11,-0.7,9.3,9.4,-2,9.5,4.3
1,9,10,0,38,-0.8,8.6,33.1,-1,33.7,27.9
1,9,11,0,64,-1,7.9,62.7,-1,63.6,57.3
1,9,12,2,78,-1.1,7.2,82.9,-1,84.0,77.3
1,9,13,0,56,-1.3,6.2,53.8,-2,54.7,48.5
1,9,14,0,26,-1.4,5.1,22.3,-3,22.7,17.2
1,9,15,0,5,-1.6,4.1,4.3,-3,4.4,0.0
1,9,16,0,0,-1.8,4.4,0.0,-2,0.0,0.0
1,9,17,0,0,-2,4.8,0.0,-2,0.0,0.0
1,9,18,0,0,-2.2,5.1,0.0,-2,0.0,0.0
1,9,19,0,0,-2.4,4.8,0.0,-2,0.0,0.0
1,9,20,0,0,-2.5,4.4,0.0,-3,0.0,0.0
1,9,21,0,0,-2.7,4.1,0.0,-3,0.0,0.0
1,9,22,0,0,-2.9,4.1,0.0,-3,0.0,0.0
1,9,23,0,0,-3.1,4.1,0.0,-3,0.0,0.0
1,10,0,0,0,-3.3,4.1,0.0,-3,0.0,0.0
1,10,1,0,0,-3.3,3.8,0.0,-3,0.0,0.0
1,10,2,0,0,-3.3,3.4,0.0,-3,0.0,0.0
1,10,3,0,0,-3.3,3.1,0.0,-3,0.0,0.0
1,10,4,0,0,-3.4,2.7,0.0,-3,0.0,0.0
1,10,5,0,0,-3.5,2.4,0.0,-4,0.0,0.0
1,10,6,0,0,-3.7,2.1,0.0,-4,0.0,0.0
1,10,7,0,0,-3.8,1.7,0.0,-4,0.0,0.0
1,10,8,0,2,-3.9,1.3,1.8,-7,1.8,0.0
1,10,9,45,31,-4,1,74.5,-4,75.8,69.2
1,10,10,44,81,-3,1.4,148.1,0,149.6,141.4
1,10,11,186,84,-1.9,1.7,277.6,6,275.0,263.5
1,10,12,221,78,-0.9,2.1,297.1,7,292.5,280.6
1,10,13,168,77,-1.2,3.1,249.6,5,247.7,237.0
1,10,14,73,54,-1.6,4.1,130.1,1,130.6,122.9
1,10,15,0,16,-1.9,5.1,14.1,-3,14.4,9.1
1,10,16,0,0,-1.7,5.5,0.0,-2,0.0,0.0
1,10,17,0,0,-1.6,5.8,0.0,-2,0.0,0.0
1,10,18,0,0,-1.4,6.2,0.0,-1,0.0,0.0
1,10,19,0,0,-0.8,7.2,0.0,-1,0.0,0.0
1,10,20,0,0,-0.3,8.3,0.0,0,0.0,0.0
1,10,21,0,0,0.3,9.3,0.0,0,0.0,0.0
1,10,22,0,0,0.5,9.6,0.0,1,0.0,0.0
1,10,23,0,0,0.8,10,0.0,1,0.0,0.0
1,11,0,0,0,1,10.3,0.0,1,0.0,0.0
1,11,1,0,0,1.2,10.3,0.0,1,0.0,0.0
1,11,2,0,0,1.5,10.3,0.0,2,0.0,0.0
1,11,3,0,0,1.7,10.3,0.0,2,0.0,0.0
1,11,4,0,0,1.9,10,0.0,2,0.0,0.0
1,11,5,0,0,2.2,9.6,0.0,2,0.0,0.0
1,11,6,0,0,2.4,9.3,0.0,2,0.0,0.0
1,11,7,0,0,2.6,9.3,0.0,3,0.0,0.0
1,11,8,0,1,2.9,9.3,0.9,2,0.9,0.0
1,11,9,0,12,3.1,9.3,10.2,2,10.3,5.0
1,11,10,0,31,3.4,9.3,26.6,3,26.6,21.0
1,11,11,0,44,3.6,9.3,37.8,3,37.8,32.0
1,11,12,0,47,3.9,9.3,40.4,3,40.4,34.5
1,11,13,0,39,4,8.9,33.4,3,33.5,27.7
1,11,14,0,23,4.2,8.6,19.7,3,19.7,14.2
1,11,15,0,6,4.3,8.2,5.1,3,5.1,0.0
1,11,16,0,0,4.5,7.9,0.0,5,0.0,0.0
1,11,17,0,0,4.6,7.5,0.0,5,0.0,0.0
1,11,18,0,0,4.8,7.2,0.0,5,0.0,0.0
1,11,19,0,0,5,7.9,0.0,5,0.0,0.0
1,11,20,0,0,5.3,8.6,0.0,5,0.0,0.0
1,11,21,0,0,5.5,9.3,0.0,6,0.0,0.0
1,11,22,0,0,5.3,8.9,0.0,5,0.0,0.0
1,11,23,0,0,5.1,8.6,0.0,5,0.0,0.0
1,12,0,0,0,4.9,8.2,0.0,5,0.0,0.0
1,12,1,0,0,5,8.6,0.0,5,0.0,0.0
1,12,2,0,0,5,8.9,0.0,5,0.0,0.0
1,12,3,0,0,5.1,9.3,0.0,5,0.0,0.0
1,12,4,0,0,5,8.9,0.0,5,0.0,0.0
1,12,5,0,0,4.9,8.6,0.0,5,0.0,0.0
1,12,6,0,0,4.8,8.2,0.0,5,0.0,0.0
1,12,7,0,0,4.8,8.6,0.0,5,0.0,0.0
1,12,8,0,1,4.8,8.9,0.9,4,0.9,0.0
1,12,9,0,20,4.8,9.3,17.1,4,17.1,11.7
1,12,10,19,56,5,9.6,78.3,5,77.7,71.1
1,12,11,43,84,5.3,10,136.6,6,135.1,127.3
1,12,12,69,92,5.5,10.3,169.6,7,167.4,158.8
1,12,13,146,79,5.1,9.6,221.6,8,218.1,208.2
1,12,14,144,50,4.6,8.9,179.0,7,176.0,167.1
1,12,15,0,19,4.2,8.2,18.2,3,18.2,12.8
1,12,16,0,0,4.1,7.9,0.0,4,0.0,0.0
1,12,17,0,0,4.1,7.5,0.0,4,0.0,0.0
1,12,18,0,0,4,7.2,0.0,4,0.0,0.0
1,12,19,0,0,3.8,7.9,0.0,4,0.0,0.0
1,12,20,0,0,3.7,8.6,0.0,4,0.0,0.0
1,12,21,0,0,3.5,9.3,0.0,4,0.0,0.0
1,12,22,0,0,3.4,8.9,0.0,3,0.0,0.0
1,12,23,0,0,3.4,8.6,0.0,3,0.0,0.0
1,13,0,0,0,3.3,8.2,0.0,3,0.0,0.0
1,13,1,0,0,3.2,8.9,0.0,3,0.0,0.0
1,13,2,0,0,3.1,9.6,0.0,3,0.0,0.0
1,13,3,0,0,3,10.3,0.0,3,0.0,0.0
1,13,4,0,0,2.7,11,0.0,3,0.0,0.0
1,13,5,0,0,2.4,11.6,0.0,2,0.0,0.0
1,13,6,0,0,2.1,12.3,0.0,2,0.0,0.0
1,13,7,0,0,2,13.9,0.0,2,0.0,0.0
1,13,8,0,2,1.9,15.4,1.8,1,1.8,0.0
1,13,9,0,12,1.8,17,10.2,1,10.3,5.0
1,13,10,0,32,1.9,17.7,27.4,1,27.6,22.0
1,13,11,0,46,2.1,18.3,39.5,2,39.7,33.9
1,13,12,0,49,2.2,19,42.2,2,42.4,36.5
1,13,13,0,52,3,18.3,47.3,3,47.4,41.4
1,13,14,0,36,3.8,17.7,32.2,3,32.2,26.5
1,13,15,0,11,4.6,17,9.4,4,9.4,4.1
1,13,16,0,0,5.1,17,0.0,5,0.0,0.0
1,13,17,0,0,5.7,17,0.0,6,0.0,0.0
1,13,18,0,0,6.2,17,0.0,6,0.0,0.0
1,13,19,0,0,5.8,16.5,0.0,6,0.0,0.0
1,13,20,0,0,5.3,15.9,0.0,5,0.0,0.0
1,13,21,0,0,4.9,15.4,0.0,5,0.0,0.0
1,13,22,0,0,3.8,14,0.0,4,0.0,0.0
1,13,23,0,0,2.8,12.7,0.0,3,0.0,0.0
1,14,0,0,0,1.7,11.3,0.0,2,0.0,0.0
1,14,1,0,0,1.4,10.6,0.0,1,0.0,0.0
1,14,2,0,0,1.2,10,0.0,1,0.0,0.0
1,14,3,0,0,0.9,9.3,0.0,1,0.0,0.0
1,14,4,0,0,1.1,9,0.0,1,0.0,0.0
1,14,5,0,0,1.2,8.6,0.0,1,0.0,0.0
1,14,6,0,0,1.4,8.2,0.0,1,0.0,0.0
1,14,7,0,0,1.6,7.9,0.0,2,0.0,0.0
1,14,8,0,4,1.7,7.5,3.5,0,3.6,0.0
1,14,9,109,33,1.9,7.2,124.5,3,123.2,115.6
1,14,10,275,62,2.2,7.5,308.4,7,303.6,291.3
1,14,11,340,70,2.4,7.9,392.0,8,384.7,370.0
1,14,12,186,92,2.7,8.2,291.3,7,287.6,275.8
1,14,13,62,82,2.7,8.6,148.6,4,148.0,139.8
1,14,14,0,42,2.7,8.9,40.0,2,40.1,34.3
1,14,15,0,7,2.7,9.3,6.0,2,6.0,0.8
1,14,16,0,0,2.7,10.7,0.0,3,0.0,0.0
1,14,17,0,0,2.8,12,0.0,3,0.0,0.0
1,14,18,0,0,2.8,13.4,0.0,3,0.0,0.0
1,14,19,0,0,2.5,13,0.0,3,0.0,0.0
1,14,20,0,0,2.3,12.7,0.0,2,0.0,0.0
1,14,21,0,0,2,12.3,0.0,2,0.0,0.0
1,14,22,0,0,1.4,11.6,0.0,1,0.0,0.0
1,14,23,0,0,0.9,11,0.0,1,0.0,0.0
1,15,0,0,0,0.3,10.3,0.0,0,0.0,0.0
1,15,1,0,0,0.6,10,0.0,1,0.0,0.0
1,15,2,0,0,0.8,9.6,0.0,1,0.0,0.0
1,15,3,0,0,1.1,9.3,0.0,1,0.0,0.0
1,15,4,0,0,1.2,10,0.0,1,0.0,0.0
1,15,5,0,0,1.4,10.6,0.0,1,0.0,0.0
1,15,6,0,0,1.5,11.3,0.0,2,0.0,0.0
1,15,7,0,0,1.6,11,0.0,2,0.0,0.0
1,15,8,0,3,1.8,10.6,2.6,1,2.7,0.0
1,15,9,26,33,1.9,10.3,55.2,2,55.2,49.0
1,15,10,188,65,2.1,10,237.1,5,235.1,224.7
1,15,11,304,80,2.3,9.6,378.1,7,372.6,358.2
1,15,12,410,69,2.5,9.3,453.5,9,444.5,427.8
1,15,13,345,65,2.2,9.3,380.9,7,374.6,360.1
1,15,14,199,51,1.8,9.3,230.3,5,227.8,217.6
1,15,15,0,22,1.5,9.3,22.3,1,22.4,16.9
1,15,16,0,0,1.5,9.3,0.0,2,0.0,0.0
1,15,17,0,0,1.6,9.3,0.0,2,0.0,0.0
1,15,18,0,0,1.6,9.3,0.0,2,0.0,0.0
1,15,19,0,0,1.4,10.3,0.0,1,0.0,0.0
1,15,20,0,0,1.1,11.3,0.0,1,0.0,0.0
1,15,21,0,0,0.9,12.3,0.0,1,0.0,0.0
1,15,22,0,0,0.9,10.9,0.0,1,0.0,0.0
1,15,23,0,0,0.9,9.6,0.0,1,0.0,0.0
1,16,0,0,0,0.9,8.2,0.0,1,0.0,0.0
1,16,1,0,0,0.9,8.2,0.0,1,0.0,0.0
1,16,2,0,0,0.9,8.2,0.0,1,0.0,0.0
1,16,3,0,0,0.9,8.2,0.0,1,0.0,0.0
1,16,4,0,0,1,8.9,0.0,1,0.0,0.0
1,16,5,0,0,1.1,9.6,0.0,1,0.0,0.0
1,16,6,0,0,1.2,10.3,0.0,1,0.0,0.0
1,16,7,0,0,1.2,9.3,0.0,1,0.0,0.0
1,16,8,0,3,1.1,8.2,2.6,0,2.7,0.0
1,16,9,0,24,1.1,7.2,20.6,0,20.8,15.3
1,16,10,99,70,1.5,7.9,169.3,3,168.9,160.2
1,16,11,287,85,1.8,8.6,356.6,7,352.0,338.3
1,16,12,452,68,2.2,9.3,491.4,9,481.3,463.2
1,16,13,401,62,2.1,8.9,419.7,8,411.6,396.0
1,16,14,248,51,2,8.6,262.9,6,259.0,248.0
1,16,15,8,25,1.9,8.2,34.8,2,34.8,29.1
1,16,16,0,0,1.9,8.2,0.0,2,0.0,0.0
1,16,17,0,0,2,8.2,0.0,2,0.0,0.0
1,16,18,0,0,2,8.2,0.0,2,0.0,0.0
1,16,19,0,0,2.1,8.4,0.0,2,0.0,0.0
1,16,20,0,0,2.1,8.5,0.0,2,0.0,0.0
1,16,21,0,0,2.2,8.7,0.0,2,0.0,0.0
1,16,22,0,0,2.4,9,0.0,2,0.0,0.0
1,16,23,0,0,2.7,9.2,0.0,3,0.0,0.0
1,17,0,0,0,2.9,9.5,0.0,3,0.0,0.0
1,17,1,0,0,3.1,9.8,0.0,3,0.0,0.0
1,17,2,0,0,3.4,10,0.0,3,0.0,0.0
1,17,3,0,0,3.6,10.3,0.0,4,0.0,0.0
1,17,4,0,0,3.9,11,0.0,4,0.0,0.0
1,17,5,0,0,4.3,11.6,0.0,4,0.0,0.0
1,17,6,0,0,4.6,12.3,0.0,5,0.0,0.0
1,17,7,0,0,4.6,13.3,0.0,5,0.0,0.0
1,17,8,0,4,4.6,14.4,3.5,4,3.5,0.0
1,17,9,0,32,4.6,15.4,32.0,4,31.9,26.2
1,17,10,28,68,4.5,15.9,102.3,5,101.6,94.5
1,17,11,25,88,4.4,16.5,125.3,5,124.6,116.9
1,17,12,3,89,4.3,17,95.1,5,94.7,87.7
1,17,13,6,75,3.9,16.6,81.1,4,81.0,74.3
1,17,14,0,47,3.6,16.3,45.5,3,45.5,39.6
1,17,15,0,14,3.2,15.9,12.0,3,12.0,6.7
1,17,16,0,0,3.2,15.1,0.0,3,0.0,0.0
1,17,17,0,0,3.1,14.2,0.0,3,0.0,0.0
1,17,18,0,0,3.1,13.4,0.0,3,0.0,0.0
1,17,19,0,0,2.8,12.4,0.0,3,0.0,0.0
1,17,20,0,0,2.5,11.3,0.0,3,0.0,0.0
1,17,21,0,0,2.2,10.3,0.0,2,0.0,0.0
1,17,22,0,0,2.2,10.6,0.0,2,0.0,0.0
1,17,23,0,0,2.3,11,0.0,2,0.0,0.0
1,18,0,0,0,2.3,11.3,0.0,2,0.0,0.0
1,18,1,0,0,2,10.6,0.0,2,0.0,0.0
1,18,2,0,0,1.7,10,0.0,2,0.0,0.0
1,18,3,0,0,1.4,9.3,0.0,1,0.0,0.0
1,18,4,0,0,1.1,8.9,0.0,1,0.0,0.0
1,18,5,0,0,0.9,8.6,0.0,1,0.0,0.0
1,18,6,0,0,0.6,8.2,0.0,1,0.0,0.0
1,18,7,0,0,0.7,8.6,0.0,1,0.0,0.0
1,18,8,0,2,0.7,8.9,1.8,0,1.8,0.0
1,18,9,0,15,0.8,9.3,12.8,0,13.0,7.6
1,18,10,9,67,1.5,9.6,76.8,2,77.2,70.6
1,18,11,144,96,2.1,10,246.5,5,245.0,234.4
1,18,12,286,93,2.8,10.3,372.8,7,367.3,353.1
1,18,13,365,68,2.5,9.3,402.1,8,394.8,379.7
1,18,14,195,63,2.2,8.2,233.2,5,230.2,219.9
1,18,15,78,24,1.9,7.2,83.0,2,81.8,75.1
1,18,16,0,0,1.1,6.2,0.0,1,0.0,0.0
1,18,17,0,0,0.3,5.1,0.0,0,0.0,0.0
1,18,18,0,0,-0.5,4.1,0.0,-1,0.0,0.0
1,18,19,0,0,-0.8,3.8,0.0,-1,0.0,0.0
1,18,20,0,0,-1.2,3.4,0.0,-1,0.0,0.0
1,18,21,0,0,-1.5,3.1,0.0,-2,0.0,0.0
1,18,22,0,0,-2,2.8,0.0,-2,0.0,0.0
1,18,23,0,0,-2.6,2.4,0.0,-3,0.0,0.0
1,19,0,0,0,-3.1,2.1,0.0,-3,0.0,0.0
1,19,1,0,0,-1.6,3.5,0.0,-2,0.0,0.0
1,19,2,0,0,-0.2,4.8,0.0,0,0.0,0.0
1,19,3,0,0,1.3,6.2,0.0,1,0.0,0.0
